atisId,ektronId,stopName,lat,long,lineName,line,transportMode,stopID,
"12410,12409,12408,12407,26637",774,JFK/UMass,42.321065,-71.052545,"Middleborough/Lakeville Line,Plymouth/Kingston Line,Red Line","MIDLBORO,KINGSTON,GREENBSH,RED,MATTAPAN","subway,rail",place-jfk,
"13524,13525,3702",716,North Quincy,42.274957,-71.029307,Braintree,RED,subway,place-nqncy,
"15412,15413",812,Wollaston,42.265972,-71.019721,Braintree,RED,subway,place-wlsta,
"13981,13980,15476,15477,15478,15479",718,Quincy Center,42.250862,-71.004843,Braintree,"MIDLBORO,KINGSTON,GREENBSH,RED","subway,rail",place-qnctr,
"13946,13945,13947",720,Quincy Adams,42.232848,-71.007034,Braintree,RED,subway,place-qamnl,
"10431,10430",722,Braintree,42.20855,-71.00085,"Middleborough/Lakeville Line,Plymouth/Kingston Line,Red Line","MIDLBORO,KINGSTON,RED","subway,rail",place-brntn,
"15668,15694",734,Mattapan,42.267586,-71.092021,Mattapan,MATTAPAN,subway,place-matt,
"15667,15666",894,Capen St,42.267622,-71.087436,Mattapan,MATTAPAN,subway,place-capst,
"15665,15693",896,Valley Rd,42.267772,-71.083025,Mattapan,MATTAPAN,subway,place-valrd,
"15664,15662",898,Central Ave,42.269965,-71.073249,Mattapan,MATTAPAN,subway,place-cenav,
"15692,15661",900,Milton,42.270093,-71.067612,Mattapan,MATTAPAN,subway,place-miltt,
"15660,15663",902,Butler,42.272253,-71.062453,Mattapan,MATTAPAN,subway,place-butlr,
"15659,15691",904,Cedar Grove,42.279712,-71.060327,Mattapan,MATTAPAN,subway,place-cedgr,
"15481,10100,10099,15658,15657,70261,70262",728,Ashmont,42.284219,-71.063229,"Mattapan,Ashmont","MATTAPAN,RED",subway,place-asmnl,
25329,6754,Terminal A,42.364386,-71.021487,Airport Terminals,SL1,subway,Logan-A,
"25168,25330",6752,Terminal B Stop 1,42.363726,-71.019404,Airport Terminals,SL1,subway,Logan-B,
25331,6750,Terminal B Stop 2,42.364441,-71.01882,Airport Terminals,SL1,subway,Logan-B,
25332,6748,Terminal C,42.367461,-71.018148,Airport Terminals,SL1,subway,Logan-C,
25333,6746,Terminal E,42.369457,-71.020134,Airport Terminals,SL1,subway,Logan-E,
"25100,25118",660,Silver Line Way Station,42.347928,-71.039287,"Airport Terminals,Boston Marine Industrial Park,City Point,Waterfront","SL1,SL2,SL3",subway,74614,
"25092,25116,25334",658,World Trade Center,42.349098,-71.04206,"Airport Terminals,Boston Marine Industrial Park,City Point,Waterfront","SL1,SL2,SL3",subway,place-wtcst,
"25133,25132",656,Courthouse,42.352724,-71.047514,"Airport Terminals,Boston Marine Industrial Park,City Point,Waterfront","SL1,SL2,SL3",subway,place-crtst,
11475,18345,21 Dry Dock Ave.,42.344626,-71.031036,"Boston Marine Industrial Park,City Point",SL2,subway,30250,
8190,18347,25 Dry Dock Ave.,42.344681,-71.028456,"Boston Marine Industrial Park,City Point",SL2,subway,31259,
25134,18349,88 Black Falcon Avenue,42.344105,-71.02724,Boston Marine Industrial Park,SL2,subway,31258,
10312,27097,Black Falcon Ave. & Design Center Place,42.343927,-71.034119,"Boston Marine Industrial Park,City Point",SL2,subway,,
25117,18339,306 Northern Ave.,42.34769,-71.035882,"Boston Marine Industrial Park,City Point",SL2,subway,31256,
6962,18341,Northern Avenue & Harbor Street,42.346621,-71.035215,City Point,SL2,subway,247,
"13614,25138",18343,Northern Ave. & Tide St.,42.345051,-71.031956,"City Point,Boston Marine Industrial Park",SL2,subway,31257,
25093,18351,Dry Dock Ave. & Design Center Place,42.344579,-71.034448,"City Point,Boston Marine Industrial Park",SL2,subway,31255,
"16054,90010",18397,Downtown Crossing at Temple Place,42.355453,-71.060465,"Braintree,Orange Line,Washington St.","RED,MATTAPAN,ORANGE,SL5",subway,place-dwnxg,
"24419,6537",6742,Chinatown,42.352529,-71.062759,Washington St.,"ORANGE,SL5",subway,place-chncl,
"13443,13444,8856,16055,6565,9000009",778,Tufts Medical Center,42.350019,-71.06357,"Orange Line,Washington St.","ORANGE,SL4,SL5",subway,place-tumnl,
"14942,16056,12104,12105",654,Herald St,42.346443,-71.064651,Washington St.,SL5,subway,148,
"613,1695,24993",652,East Berkeley St,42.343845,-71.066041,Washington St.,SL5,subway,36541,
"15009,9023",916,Union Park St,42.34136,-71.06955,Washington St.,SL5,subway,5093,
"15011,943,15142",914,Newton St,42.338754,-71.073783,Washington St.,SL5,subway,9421,
"9108,15004",650,Worcester Sq,42.337386,-71.075846,Washington St.,SL5,subway,1787,
"4057,6400,9758,9759",648,Mass Ave,42.336378,-71.077232,Washington St.,"SL4,SL5",subway,5,
"9154,9163",912,Lenox St,42.334958,-71.078958,Washington St.,SL5,subway,4,
"24642,14923,15094,5389,13165",910,Melnea Cass Blvd,42.332709,-71.081205,Washington St.,SL5,subway,61,
"11496,15516",908,Dudley Square,42.329379,-71.084266,Washington St.,SL5,subway,64,
"8814,25541",10198,Rowes Wharf Ferry Terminal,42.356427,-71.049699,"F1 (Hewitt's Cove, Hingham to Rowes Wharf,
      Boston)",F1,boats,Boat-Rowes,
"8809,25540",924,Hewitt's Cove Ferry Terminal,42.253426,-70.919849,"F1 (Hewitt's Cove, Hingham to Rowes Wharf,
      Boston)",F1,boats,Boat-Hingham,
"00002,8813,25547",10216,Fore River Shipyard Ferry Terminal,42.243721,-70.97155,"F2 (Fore River Shipyard, Quincy to Long Wharf, Boston
      via Logan Airport)",F2,boats,,
"25782,25783",928,Long Wharf (North) Ferry Terminal,42.360562,-71.050161,"F2 (Fore River Shipyard Quincy to Long Wharf Boston via Logan Airport), F2H (Pemberton Point Hull to Long Wharf Boston)","F2,F2H-BOS",boats,Boat-Long,
"8810,25549",922,Pemberton Point Ferry Terminal,42.303087,-70.919752,"F2H (Pemberton Point Hull to Long Wharf Boston),F2H (Pemberton Point Hull to Logan Airport)","F2H-BOS,F2LOGAN",boats,Boat-Hull,
"8811,25548",934,Logan Airport Ferry Terminal,42.359749,-71.027577,"F2 (Fore River Shipyard Quincy to Long Wharf Boston via Logan Airport),F2H (Pemberton Point Hull to Logan Airport)","F2,F2HLOGAN",boats,Boat-Logan,
"8808,25546,24470",10214,Charlestown Navy Yard Ferry Terminal,42.37267,-71.052414,"F4 (Long Wharf, Boston to Charlestown Navy Wharf,
      Charlestown)",F4,boats,Boat-Charlestown,
"8812,25545",15095,Long Wharf (Central) Ferry Terminal,42.359487,-71.05044,"F4 (Long Wharf, Boston to Charlestown Navy Wharf,
      Charlestown)",F4,boats,Boat-Long,
"25674,26639",12551,Weymouth Landing/East Braintree Station,42.2208,-70.9682,Greenbush Line,GREENBSH,rail,place-GRB-0118,
"25673,26640",12553,East Weymouth Station,42.2191,-70.9214,Greenbush Line,GREENBSH,rail,place-GRB-0146,
"25672,26641",12555,West Hingham Station,42.2367,-70.9031,Greenbush Line,GREENBSH,rail,place-GRB-0162,
"25671,26642",12557,Nantasket Junction Station,42.2452,-70.8698,Greenbush Line,GREENBSH,rail,place-GRB-0183,
"25670,26643",12559,Cohasset Station,42.2424,-70.837,Greenbush Line,GREENBSH,rail,place-GRB-0199,
"25669,26646",12561,North Scituate Station,42.2197,-70.7877,Greenbush Line,GREENBSH,rail,place-GRB-0233,
"25668,26647",12563,Greenbush Station,42.1781,-70.7462,Greenbush Line,GREENBSH,rail,place-GRB-0276,
"26678,26761",24462,Wickford Junction,41.5808,-71.4914,Providence/Stoughton Line,PROVSTOU,rail,place-NEC-1659,
1952,25580,Watertown Yard,42.364301,-71.185709,"Route 52,Route 57,Route 502,Route 504","52,57,502,504",bus,900,
"15648,15647",884,Fenwood Road,42.333676,-71.105708,Green Line,GREEN-E,subway,1363,
"11190,11191",884,Fordham Road Station,42.350449,-71.128229,Green Line,GREEN-B,subway,,
"25372,25374",820,Greycliff Road Station,42.339995,-71.161285,Green Line,GREEN-B,subway,,
"25373,11198",830,Mount Hood Road Station,42.342275,-71.144137,Green Line,GREEN-B,subway,,
"26776,26781",27034,Four Corners/Geneva Ave,42.306177,-71.075949,Fairmount Line,FAIRMNT,rail,place-DB-2249,
"26777,26780",27033,Newmarket,42.327324,-71.065288,Fairmount Line,FAIRMNT,rail,place-DB-2265,
"191,26567",644,South Station,42.352614,-71.055364,"Providence/Stoughton Line,Framingham/Worcester Line,Franklin Line,Middleborough/Lakeville Line,Needham Line,Plymouth/Kingston Line,Red Line,Silver Line","FAIRMNT,NEEDHAM,GREENBSH,MIDLBORO,KINGSTON,FRANKLIN,PROVSTOU,WORCSTER,RED,MATTAPAN,SL1,SL2,SL4","rail,subway",place-sstat,
"25101,25091,14435,14436",920,South Station,42.352614,-71.055364,"Providence/Stoughton Line,Framingham/Worcester Line,Franklin Line,Middleborough/Lakeville Line,Needham Line,Plymouth/Kingston Line,Red Line,Silver Line","FAIRMNT,NEEDHAM,GREENBSH,MIDLBORO,KINGSTON,FRANKLIN,PROVSTOU,WORCSTER,RED,MATTAPAN,SL1,SL2,SL3,SL4","subway,rail",place-sstat,
"25757,26793",6442452720,Assembly,42.392356,-71.077333,Orange Line,ORANGE,subway,place-wondl,
